"Year","CSU Pool Number (CMC Enters)","IDA Pool (CSU Enters, Leave Blank)","Week","Trap Date","County","Account","Collection Site       (Trap ID)","Zone","Method","Genus","Spp","Sex","No. Gravid","No. Deplete","Total","Test Result (CSU Enters)","Test Code (CSU Enters)"
2026,"BOU-00340",,24,"2026-06-08","BC","BC","BC-11","BC","L","Cx.","Tarsalis","F","0","33","33","Negative",0
2026,"BOU-00341",,24,"2026-06-08","BC","BC","BC-11","BC","L","Cx.","Pipiens","F","0","50","50","Negative",0
2026,"BOU-00342",,24,"2026-06-08","BC","BC","BC-22","BC","L","Cx.","Tarsalis","F","0","6","6","Negative",0
2026,"BOU-00343",,24,"2026-06-08","BC","BC","BC-25","BC","L","Cx.","Tarsalis","F","0","7","7","Negative",0
2026,"BOU-00344",,24,"2026-06-08","BC","BC","BC-26","BC","L","Cx.","Tarsalis","F","0","4","4","Negative",0
2026,"CSU-24969",,24,"2026-06-08","LC","LV","LV-069","LV","L","Cx.","Tarsalis","F",,"1","1","Negative",0
2026,"CSU-24970",,24,"2026-06-08","LC","FC","FC-040","NE","L","Cx.","Tarsalis","F",,"2","2","Negative",0
2026,"CSU-24971",,24,"2026-06-08","LC","FC","FC-040","NE","L","Cx.","Pipiens","F",,"1","1","Negative",0
2026,"CSU-24972",,24,"2026-06-08","LC","FC","FC-072","NE","L","Cx.","Tarsalis","F",,"1","1","Negative",0
2026,"CSU-24973",,24,"2026-06-08","LC","LV","LV-095","LV","L","Cx.","Tarsalis","F",,"5","5","Negative",0
2026,"CSU-24974",,24,"2026-06-08","LC","FC","FC-067","NE","L","Cx.","Tarsalis","F",,"5","5","Negative",0
2026,"CSU-24975",,24,"2026-06-08","LC","FC","FC-067","NE","L","Cx.","Pipiens","F",,"1","1","Negative",0
2026,"CSU-24976",,24,"2026-06-08","LC","FC","FC-066","NE","L","Cx.","Tarsalis","F",,"10","10","Negative",0
2026,"CSU-24977",,24,"2026-06-08","LC","FC","FC-066","NE","L","Cx.","Pipiens","F",,"2","2","Negative",0
2026,"CSU-24978",,24,"2026-06-08","LC","FC","FC-019","NE","L","Cx.","Tarsalis","F",,"13","13","Negative",0
2026,"CSU-24979",,24,"2026-06-08","LC","FC","FC-019","NE","L","Cx.","Pipiens","F",,"1","1","Negative",0
2026,"CSU-24980",,24,"2026-06-08","LC","FC","FC-038","NE","L","Cx.","Tarsalis","F",,"1","1","Negative",0
2026,"CSU-24981",,24,"2026-06-08","LC","FC","FC-038","NE","L","Cx.","Pipiens","F",,"4","4","Negative",0
2026,"CSU-24982",,24,"2026-06-08","LC","FC","FC-092GR","NE","G","Cx.","Pipiens","F","2",,"2","Negative",0
2026,"CSU-24983",,24,"2026-06-08","LC","FC","FC-036","NW","L","Cx.","Tarsalis","F",,"7","7","Negative",0
2026,"CSU-24984",,24,"2026-06-08","LC","FC","FC-036","NW","L","Cx.","Pipiens","F",,"1","1","Negative",0
2026,"CSU-24985",,24,"2026-06-08","LC","FC","FC-034","NE","L","Cx.","Tarsalis","F",,"4","4","Negative",0
2026,"CSU-24986",,24,"2026-06-08","LC","FC","FC-069","NE","L","Cx.","Tarsalis","F",,"1","1","Negative",0
2026,"CSU-24987",,24,"2026-06-08","LC","FC","FC-014","NE","L","Cx.","Tarsalis","F",,"2","2","Negative",0
2026,"CSU-24988",,24,"2026-06-09","LC","LV","LV-089","LV","L","Cx.","Tarsalis","F",,"2","2","Negative",0
2026,"CSU-24989",,24,"2026-06-09","LC","LV","LV-089","LV","L","Cx.","Pipiens","F",,"1","1","Negative",0
2026,"CSU-24990",,24,"2026-06-09","LC","FC","FC-050","SE","L","Cx.","Tarsalis","F",,"2","2","Negative",0
2026,"CSU-24991",,24,"2026-06-09","LC","FC","FC-050","SE","L","Cx.","Pipiens","F",,"1","1","Negative",0
2026,"CSU-24992",,24,"2026-06-09","LC","LV","LV-110","LV","L","Cx.","Tarsalis","F",,"8","8","Negative",0
2026,"CSU-24993",,24,"2026-06-09","LC","LV","LV-110","LV","L","Cx.","Pipiens","F",,"1","1","Negative",0
2026,"CSU-24994",,24,"2026-06-09","LC","LV","LV-104","LV","L","Cx.","Tarsalis","F",,"14","14","Negative",0
2026,"CSU-24995",,24,"2026-06-09","LC","FC","FC-004","SE","L","Cx.","Tarsalis","F",,"2","2","Negative",0
2026,"CSU-24996",,24,"2026-06-09","LC","FC","FC-004","SE","L","Cx.","Pipiens","F",,"2","2","Negative",0
2026,"CSU-24997",,24,"2026-06-09","LC","FC","FC-027","SE","L","Cx.","Tarsalis","F",,"1","1","Negative",0
2026,"CSU-24998",,24,"2026-06-09","LC","FC","FC-027","SE","L","Cx.","Pipiens","F",,"2","2","Negative",0
2026,"CSU-24999",,24,"2026-06-09","LC","FC","FC-046","SE","L","Cx.","Tarsalis","F",,"1","1","Negative",0
2026,"CSU-25000",,24,"2026-06-09","LC","FC","FC-046","SE","L","Cx.","Pipiens","F",,"1","1","Negative",0
2026,"CSU-25001",,24,"2026-06-09","LC","FC","FC-053","SE","L","Cx.","Tarsalis","F",,"1","1","Negative",0
2026,"CSU-25002",,24,"2026-06-09","LC","FC","FC-074","SE","L","Cx.","Tarsalis","F",,"3","3","Negative",0
2026,"CSU-25003",,24,"2026-06-09","LC","FC","FC-075","SE","L","Cx.","Tarsalis","F",,"2","2","Negative",0
2026,"CSU-25004",,24,"2026-06-09","LC","FC","FC-047","SE","L","Cx.","Tarsalis","F",,"1","1","Negative",0
2026,"CSU-25005",,24,"2026-06-09","LC","FC","FC-047","SE","L","Cx.","Pipiens","F",,"2","2","Negative",0
2026,"CSU-25006",,24,"2026-06-09","LC","FC","FC-088GR","SE","G","Cx.","Pipiens","F","27",,"27","Negative",0
2026,"CSU-25007",,24,"2026-06-09","LC","FC","FC-039","SE","L","Cx.","Tarsalis","F",,"4","4","Negative",0
2026,"CSU-25008",,24,"2026-06-09","LC","FC","FC-075GR","SE","G","Cx.","Pipiens","F","3",,"3","Negative",0
2026,"CSU-25009",,24,"2026-06-10","LC","BE","LC-049","BE","L","Cx.","Tarsalis","F",,"5","5","Negative",0
2026,"CSU-25010",,24,"2026-06-10","LC","FC","FC-073","NW","L","Cx.","Pipiens","F",,"1","1","Negative",0
2026,"CSU-25011",,24,"2026-06-10","LC","BE","LC-054","BE","L","Cx.","Tarsalis","F",,"1","1","Negative",0
2026,"CSU-25012",,24,"2026-06-10","LC","BE","LC-061","BE","L","Cx.","Tarsalis","F",,"2","2","Negative",0
2026,"CSU-25013",,24,"2026-06-10","LC","LV","LV-020","LV","L","Cx.","Tarsalis","F",,"10","10","Negative",0
2026,"CSU-25014",,24,"2026-06-10","LC","FC","FC-061","NW","L","Cx.","Tarsalis","F",,"2","2","Negative",0
2026,"CSU-25015",,24,"2026-06-10","LC","FC","FC-090GR","NW","G","Cx.","Pipiens","F","4",,"4","Negative",0
2026,"CSU-25016",,24,"2026-06-10","LC","FC","FC-063GR","NW","G","Cx.","Pipiens","F","1",,"1","Negative",0
