"Year","CSU Pool Number (CMC Enters)","IDA Pool (CSU Enters, Leave Blank)","Week","Trap Date","County","Account","Collection Site       (Trap ID)","Zone","Method","Genus","Spp","Sex","No. Gravid","No. Deplete","Total","Test Result (CSU Enters)","Test Code (CSU Enters)"
2026,"BOU-00389",,32,"2026-08-03","BC","BC","BC-11","BC","L","Cx.","Tarsalis","F","0","50","50","Negative",0
2026,"BOU-00390",,32,"2026-08-03","BC","BC","BC-22","BC","L","Cx.","Tarsalis","F","0","34","34","Negative",0
2026,"BOU-00391",,32,"2026-08-03","BC","BC","BC-24","BC","L","Cx.","Tarsalis","F","0","18","18","Negative",0
2026,"BOU-00392",,32,"2026-08-03","BC","BC","BC-25","BC","L","Cx.","Tarsalis","F","0","50","50","Negative",0
2026,"BOU-00393",,32,"2026-08-03","BC","BC","BC-25","BC","L","Cx.","Tarsalis","F","0","50","50","Negative",0
2026,"BOU-00394",,32,"2026-08-03","BC","BC","BC-26","BC","L","Cx.","Tarsalis","F","0","50","50","Negative",0
2026,"BOU-00395",,32,"2026-08-03","BC","BC","BC-26","BC","L","Cx.","Tarsalis","F","0","50","50","Negative",0
2026,"CSU-25743",,32,"2026-08-03","LC","LV","LV-069","LV","L","Cx.","Tarsalis","F",,"7","7","Negative",0
2026,"CSU-25744",,32,"2026-08-03","LC","LV","LV-095","LV","L","Cx.","Tarsalis","F",,"11","11","Negative",0
2026,"CSU-25745",,32,"2026-08-03","LC","FC","FC-040","NE","L","Cx.","Tarsalis","F",,"14","14","Negative",0
2026,"CSU-25746",,32,"2026-08-03","LC","FC","FC-040","NE","L","Cx.","Pipiens","F",,"10","10","Negative",0
2026,"CSU-25747",,32,"2026-08-03","LC","FC","FC-006","NE","L","Cx.","Tarsalis","F",,"17","17","Negative",0
2026,"CSU-25748",,32,"2026-08-03","LC","FC","FC-006","NE","L","Cx.","Pipiens","F",,"9","9","Negative",0
2026,"CSU-25749",,32,"2026-08-03","LC","FC","FC-038","NE","L","Cx.","Tarsalis","F",,"40","40","Negative",0
2026,"CSU-25750",,32,"2026-08-03","LC","FC","FC-038","NE","L","Cx.","Pipiens","F",,"4","4","Negative",0
2026,"CSU-25751",,32,"2026-08-03","LC","FC","FC-036","NW","L","Cx.","Tarsalis","F",,"50","50","Negative",0
2026,"CSU-25752",,32,"2026-08-03","LC","FC","FC-036","NW","L","Cx.","Tarsalis","F",,"4","4","Negative",0
2026,"CSU-25753",,32,"2026-08-03","LC","FC","FC-036","NW","L","Cx.","Pipiens","F",,"9","9","Negative",0
2026,"CSU-25754",,32,"2026-08-03","LC","FC","FC-034","NE","L","Cx.","Tarsalis","F",,"50","50","Negative",0
2026,"CSU-25755",,32,"2026-08-03","LC","FC","FC-034","NE","L","Cx.","Tarsalis","F",,"10","10","Negative",0
2026,"CSU-25756",,32,"2026-08-03","LC","FC","FC-069","NE","L","Cx.","Tarsalis","F",,"29","29","Positive",1
2026,"CSU-25757",,32,"2026-08-03","LC","FC","FC-069","NE","L","Cx.","Pipiens","F",,"6","6","Negative",0
2026,"CSU-25758",,32,"2026-08-03","LC","FC","FC-019","NE","L","Cx.","Tarsalis","F",,"17","17","Negative",0
2026,"CSU-25759",,32,"2026-08-03","LC","FC","FC-019","NE","L","Cx.","Pipiens","F",,"6","6","Negative",0
2026,"CSU-25760",,32,"2026-08-03","LC","FC","FC-066GR","NE","G","Cx.","Tarsalis","F","2",,"2","Negative",0
2026,"CSU-25761",,32,"2026-08-03","LC","FC","FC-066GR","NE","G","Cx.","Pipiens","F","50",,"50","Negative",0
2026,"CSU-25762",,32,"2026-08-03","LC","FC","FC-066GR","NE","G","Cx.","Pipiens","F","24",,"24","Negative",0
2026,"CSU-25763",,32,"2026-08-03","LC","FC","FC-066","NE","L","Cx.","Tarsalis","F",,"50","50","Negative",0
2026,"CSU-25764",,32,"2026-08-03","LC","FC","FC-066","NE","L","Cx.","Tarsalis","F",,"50","50","Negative",0
2026,"CSU-25765",,32,"2026-08-03","LC","FC","FC-066","NE","L","Cx.","Tarsalis","F",,"23","23","Negative",0
2026,"CSU-25766",,32,"2026-08-03","LC","FC","FC-066","NE","L","Cx.","Pipiens","F",,"50","50","Negative",0
2026,"CSU-25767",,32,"2026-08-03","LC","FC","FC-066","NE","L","Cx.","Pipiens","F",,"50","50","Negative",0
2026,"CSU-25768",,32,"2026-08-03","LC","FC","FC-066","NE","L","Cx.","Pipiens","F",,"14","14","Negative",0
2026,"CSU-25769",,32,"2026-08-03","LC","FC","FC-040GR","NE","G","Cx.","Pipiens","F","45",,"45","Negative",0
2026,"CSU-25770",,32,"2026-08-03","LC","FC","FC-014","NE","L","Cx.","Tarsalis","F",,"17","17","Negative",0
2026,"CSU-25771",,32,"2026-08-03","LC","FC","FC-014","NE","L","Cx.","Pipiens","F",,"5","5","Negative",0
2026,"CSU-25772",,32,"2026-08-03","LC","FC","FC-092GR","NE","G","Cx.","Tarsalis","F","2",,"2","Negative",0
2026,"CSU-25773",,32,"2026-08-03","LC","FC","FC-092GR","NE","G","Cx.","Pipiens","F","50",,"50","Negative",0
2026,"CSU-25774",,32,"2026-08-03","LC","FC","FC-092GR","NE","G","Cx.","Pipiens","F","39",,"39","Negative",0
2026,"CSU-25775",,32,"2026-08-03","LC","FC","FC-091GR","NE","G","Cx.","Pipiens","F","50",,"50","Negative",0
2026,"CSU-25776",,32,"2026-08-03","LC","FC","FC-091GR","NE","G","Cx.","Pipiens","F","50",,"50","Negative",0
2026,"CSU-25777",,32,"2026-08-03","LC","FC","FC-091GR","NE","G","Cx.","Pipiens","F","34",,"34","Negative",0
2026,"CSU-25778",,32,"2026-08-03","LC","FC","FC-072","NE","L","Cx.","Tarsalis","F",,"20","20","Negative",0
2026,"CSU-25779",,32,"2026-08-03","LC","FC","FC-072","NE","L","Cx.","Pipiens","F",,"2","2","Negative",0
2026,"CSU-25780",,32,"2026-08-03","LC","FC","FC-067","NE","L","Cx.","Tarsalis","F",,"39","39","Negative",0
2026,"CSU-25781",,32,"2026-08-03","LC","FC","FC-067","NE","L","Cx.","Pipiens","F",,"2","2","Negative",0
2026,"CSU-25782",,32,"2026-08-04","LC","LV","LV-089","LV","L","Cx.","Tarsalis","F",,"1","1","Negative",0
2026,"CSU-25783",,32,"2026-08-04","LC","LV","LV-104","LV","L","Cx.","Tarsalis","F",,"16","16","Negative",0
2026,"CSU-25784",,32,"2026-08-04","LC","LV","LV-104","LV","L","Cx.","Pipiens","F",,"4","4","Negative",0
2026,"CSU-25785",,32,"2026-08-04","LC","LV","LV-110","LV","L","Cx.","Tarsalis","F",,"47","47","Negative",0
2026,"CSU-25786",,32,"2026-08-04","LC","LV","LV-110","LV","L","Cx.","Pipiens","F",,"12","12","Negative",0
2026,"CSU-25787",,32,"2026-08-04","LC","FC","FC-059","SE","L","Cx.","Tarsalis","F",,"2","2","Negative",0
2026,"CSU-25788",,32,"2026-08-04","LC","FC","FC-059","SE","L","Cx.","Pipiens","F",,"1","1","Negative",0
2026,"CSU-25789",,32,"2026-08-04","LC","FC","FC-050","SE","L","Cx.","Tarsalis","F",,"2","2","Negative",0
2026,"CSU-25790",,32,"2026-08-04","LC","FC","FC-027","SE","L","Cx.","Tarsalis","F",,"1","1","Negative",0
2026,"CSU-25791",,32,"2026-08-04","LC","FC","FC-027","SE","L","Cx.","Pipiens","F",,"2","2","Negative",0
2026,"CSU-25792",,32,"2026-08-04","LC","FC","FC-031","SE","L","Cx.","Tarsalis","F",,"1","1","Negative",0
2026,"CSU-25793",,32,"2026-08-04","LC","FC","FC-053","SE","L","Cx.","Tarsalis","F",,"14","14","Negative",0
2026,"CSU-25794",,32,"2026-08-04","LC","FC","FC-039","SE","L","Cx.","Tarsalis","F",,"1","1","Negative",0
2026,"CSU-25795",,32,"2026-08-04","LC","FC","FC-047","SE","L","Cx.","Tarsalis","F",,"8","8","Negative",0
2026,"CSU-25796",,32,"2026-08-04","LC","FC","FC-046","SE","L","Cx.","Tarsalis","F",,"3","3","Negative",0
2026,"CSU-25797",,32,"2026-08-04","LC","FC","FC-046","SE","L","Cx.","Pipiens","F",,"2","2","Negative",0
2026,"CSU-25798",,32,"2026-08-04","LC","FC","FC-004","SE","L","Cx.","Tarsalis","F",,"10","10","Negative",0
2026,"CSU-25799",,32,"2026-08-04","LC","FC","FC-004","SE","L","Cx.","Pipiens","F",,"3","3","Negative",0
2026,"CSU-25800",,32,"2026-08-04","LC","FC","FC-064","SE","L","Cx.","Tarsalis","F",,"6","6","Negative",0
2026,"CSU-25801",,32,"2026-08-04","LC","FC","FC-075","SE","L","Cx.","Tarsalis","F",,"16","16","Negative",0
2026,"CSU-25802",,32,"2026-08-04","LC","FC","FC-075","SE","L","Cx.","Pipiens","F",,"15","15","Negative",0
2026,"CSU-25803",,32,"2026-08-04","LC","FC","FC-023","SE","L","Cx.","Tarsalis","F",,"3","3","Negative",0
2026,"CSU-25804",,32,"2026-08-04","LC","FC","FC-088GR","SE","G","Cx.","Pipiens","F","15",,"15","Negative",0
2026,"CSU-25805",,32,"2026-08-04","LC","FC","FC-075GR","SE","G","Cx.","Pipiens","F","25",,"25","Negative",0
2026,"CSU-25806",,32,"2026-08-05","LC","BE","LC-049","BE","L","Cx.","Tarsalis","F",,"48","48","Negative",0
2026,"CSU-25807",,32,"2026-08-05","LC","BE","LC-049","BE","L","Cx.","Pipiens","F",,"8","8","Negative",0
2026,"CSU-25808",,32,"2026-08-05","LC","BE","WC-055","BE","L","Cx.","Tarsalis","F",,"2","2","Negative",0
2026,"CSU-25809",,32,"2026-08-05","LC","BE","LC-060","BE","L","Cx.","Tarsalis","F",,"7","7","Negative",0
2026,"CSU-25810",,32,"2026-08-05","LC","BE","LC-060","BE","L","Cx.","Pipiens","F",,"2","2","Negative",0
2026,"CSU-25811",,32,"2026-08-05","LC","BE","LC-059","BE","L","Cx.","Tarsalis","F",,"11","11","Negative",0
2026,"CSU-25812",,32,"2026-08-05","LC","BE","LC-059","BE","L","Cx.","Pipiens","F",,"6","6","Negative",0
2026,"CSU-25813",,32,"2026-08-05","LC","BE","LC-001","BE","L","Cx.","Tarsalis","F",,"16","16","Negative",0
2026,"CSU-25814",,32,"2026-08-05","LC","BE","LC-001","BE","L","Cx.","Pipiens","F",,"8","8","Negative",0
2026,"CSU-25815",,32,"2026-08-05","LC","FC","FC-052","NW","L","Cx.","Tarsalis","F",,"1","1","Negative",0
2026,"CSU-25816",,32,"2026-08-05","LC","FC","FC-052","NW","L","Cx.","Pipiens","F",,"2","2","Negative",0
