trap_id,trap_date,year,week,zone,spp,method,total
FC-001,2024-09-12,2024,37,SW,Pipiens,L,0
FC-001,2024-09-12,2024,37,SW,Tarsalis,L,2
FC-029,2024-09-12,2024,37,SE,Pipiens,L,3
FC-029,2024-09-12,2024,37,SE,Tarsalis,L,1
FC-029GR,2024-09-12,2024,37,SE,Pipiens,G,6
FC-029GR,2024-09-12,2024,37,SE,Tarsalis,G,0
FC-037,2024-09-12,2024,37,SW,Pipiens,L,4
FC-037,2024-09-12,2024,37,SW,Tarsalis,L,2
FC-057,2024-09-12,2024,37,SW,Pipiens,L,0
FC-057,2024-09-12,2024,37,SW,Tarsalis,L,0
FC-058,2024-09-12,2024,37,SW,Pipiens,L,0
FC-058,2024-09-12,2024,37,SW,Tarsalis,L,0
FC-068,2024-09-12,2024,37,SW,Pipiens,L,1
FC-068,2024-09-12,2024,37,SW,Tarsalis,L,1
FC-071,2024-09-12,2024,37,SW,No Mosquitoes,L,0
FC-071,2024-09-12,2024,37,SW,Pipiens,L,0
FC-071,2024-09-12,2024,37,SW,Tarsalis,L,0
FC-089GR,2024-09-12,2024,37,SW,Pipiens,G,10
FC-089GR,2024-09-12,2024,37,SW,Tarsalis,G,0
FC-093,2024-09-12,2024,37,SW,Pipiens,L,0
FC-093,2024-09-12,2024,37,SW,Tarsalis,L,1
FC-011,2024-09-11,2024,37,NW,Pipiens,L,5
FC-011,2024-09-11,2024,37,NW,Tarsalis,L,0
FC-015,2024-09-11,2024,37,NW,Pipiens,L,4
FC-015,2024-09-11,2024,37,NW,Tarsalis,L,2
FC-041,2024-09-11,2024,37,NW,Pipiens,L,6
FC-041,2024-09-11,2024,37,NW,Tarsalis,L,0
FC-049,2024-09-11,2024,37,NW,Pipiens,L,4
FC-049,2024-09-11,2024,37,SW,Pipiens,L,4
FC-049,2024-09-11,2024,37,NW,Tarsalis,L,1
FC-049,2024-09-11,2024,37,SW,Tarsalis,L,1
FC-052,2024-09-11,2024,37,NW,Pipiens,L,3
FC-052,2024-09-11,2024,37,NW,Tarsalis,L,1
FC-060,2024-09-11,2024,37,SW,Pipiens,L,1
FC-060,2024-09-11,2024,37,NW,Pipiens,L,1
FC-060,2024-09-11,2024,37,SW,Tarsalis,L,0
FC-061,2024-09-11,2024,37,NW,Pipiens,L,3
FC-061,2024-09-11,2024,37,NW,Tarsalis,L,0
FC-062,2024-09-11,2024,37,SW,Pipiens,L,0
FC-062,2024-09-11,2024,37,SW,Tarsalis,L,0
FC-063,2024-09-11,2024,37,NW,Pipiens,L,1
FC-063,2024-09-11,2024,37,NW,Tarsalis,L,0
FC-063GR,2024-09-11,2024,37,NW,Pipiens,G,13
FC-063GR,2024-09-11,2024,37,NW,Tarsalis,G,0
FC-073,2024-09-11,2024,37,NW,Pipiens,L,3
FC-073,2024-09-11,2024,37,NW,Tarsalis,L,1
FC-090GR,2024-09-11,2024,37,NW,Pipiens,G,31
FC-090GR,2024-09-11,2024,37,NW,Tarsalis,G,0
FC-004,2024-09-10,2024,37,SE,Pipiens,L,1
FC-004,2024-09-10,2024,37,SE,Tarsalis,L,4
FC-023,2024-09-10,2024,37,SE,Pipiens,L,1
FC-023,2024-09-10,2024,37,SE,Tarsalis,L,0
FC-027,2024-09-10,2024,37,SE,Pipiens,L,6
FC-027,2024-09-10,2024,37,SE,Tarsalis,L,3
FC-031,2024-09-10,2024,37,SE,Pipiens,L,3
FC-031,2024-09-10,2024,37,SE,Tarsalis,L,5
FC-039,2024-09-10,2024,37,SE,Pipiens,L,0
FC-039,2024-09-10,2024,37,SE,Tarsalis,L,4
FC-046,2024-09-10,2024,37,SE,Pipiens,L,0
FC-046,2024-09-10,2024,37,SE,Tarsalis,L,2
FC-047,2024-09-10,2024,37,SE,Pipiens,L,0
FC-047,2024-09-10,2024,37,SE,Tarsalis,L,0
FC-047,2024-09-10,2024,37,SE,Trap Malfunction,L,0
FC-050,2024-09-10,2024,37,SE,Pipiens,L,0
FC-050,2024-09-10,2024,37,SE,Tarsalis,L,1
FC-053,2024-09-10,2024,37,SE,Pipiens,L,6
FC-053,2024-09-10,2024,37,SE,Tarsalis,L,3
FC-054,2024-09-10,2024,37,SE,Pipiens,L,0
FC-054,2024-09-10,2024,37,SE,Tarsalis,L,0
FC-059,2024-09-10,2024,37,SE,Pipiens,L,2
FC-059,2024-09-10,2024,37,SE,Tarsalis,L,2
FC-064,2024-09-10,2024,37,SE,Pipiens,L,1
FC-064,2024-09-10,2024,37,SE,Tarsalis,L,4
FC-074,2024-09-10,2024,37,SE,Pipiens,L,0
FC-074,2024-09-10,2024,37,SE,Tarsalis,L,0
FC-074,2024-09-10,2024,37,SE,Trap Malfunction,L,0
FC-075,2024-09-10,2024,37,SE,Pipiens,L,16
FC-075,2024-09-10,2024,37,SE,Tarsalis,L,2
FC-075GR,2024-09-10,2024,37,SE,Pipiens,G,8
FC-075GR,2024-09-10,2024,37,SE,Tarsalis,G,0
FC-088GR,2024-09-10,2024,37,SE,Pipiens,G,49
FC-088GR,2024-09-10,2024,37,SE,Tarsalis,G,0
BC-03,2024-09-09,2024,37,BC,Pipiens,L,9
BC-03,2024-09-09,2024,37,BC,Tarsalis,L,0
BC-04,2024-09-09,2024,37,BC,Pipiens,L,5
BC-04,2024-09-09,2024,37,BC,Tarsalis,L,2
BC-26,2024-09-09,2024,37,BC,Pipiens,L,5
BC-26,2024-09-09,2024,37,BC,Tarsalis,L,3
FC-006,2024-09-09,2024,37,NE,Pipiens,L,0
FC-006,2024-09-09,2024,37,NE,Tarsalis,L,0
FC-014,2024-09-09,2024,37,NE,Pipiens,L,14
FC-014,2024-09-09,2024,37,NE,Tarsalis,L,3
FC-019,2024-09-09,2024,37,NE,Pipiens,L,3
FC-019,2024-09-09,2024,37,NE,Tarsalis,L,0
FC-034,2024-09-09,2024,37,NE,Pipiens,L,0
FC-034,2024-09-09,2024,37,NE,Tarsalis,L,2
FC-036,2024-09-09,2024,37,NW,Pipiens,L,8
FC-036,2024-09-09,2024,37,NW,Tarsalis,L,0
FC-038,2024-09-09,2024,37,NE,Pipiens,L,2
FC-038,2024-09-09,2024,37,NE,Tarsalis,L,3
FC-040,2024-09-09,2024,37,NE,Pipiens,L,11
FC-040,2024-09-09,2024,37,NE,Tarsalis,L,1
FC-040GR,2024-09-09,2024,37,NE,Pipiens,G,26
FC-040GR,2024-09-09,2024,37,NE,Tarsalis,G,0
FC-066,2024-09-09,2024,37,NE,Pipiens,L,73
FC-066,2024-09-09,2024,37,NE,Tarsalis,L,3
FC-066GR,2024-09-09,2024,37,NE,Pipiens,G,3
FC-066GR,2024-09-09,2024,37,NE,Tarsalis,G,0
FC-067,2024-09-09,2024,37,NE,Pipiens,L,3
FC-067,2024-09-09,2024,37,NE,Tarsalis,L,6
FC-069,2024-09-09,2024,37,NE,Pipiens,L,2
FC-069,2024-09-09,2024,37,NE,Tarsalis,L,1
FC-072,2024-09-09,2024,37,NE,Pipiens,L,3
FC-072,2024-09-09,2024,37,NE,Tarsalis,L,6
FC-091GR,2024-09-09,2024,37,NE,Pipiens,G,3
FC-091GR,2024-09-09,2024,37,NE,Tarsalis,G,0
FC-092GR,2024-09-09,2024,37,NE,Pipiens,G,14
FC-092GR,2024-09-09,2024,37,NE,Tarsalis,G,0
FC-001,2024-09-05,2024,36,SW,Pipiens,L,2
FC-001,2024-09-05,2024,36,SW,Tarsalis,L,0
FC-004,2024-09-05,2024,36,SE,Pipiens,L,6
FC-004,2024-09-05,2024,36,SE,Tarsalis,L,3
FC-023,2024-09-05,2024,36,SE,Pipiens,L,3
FC-023,2024-09-05,2024,36,SE,Tarsalis,L,0
FC-027,2024-09-05,2024,36,SE,Pipiens,L,16
FC-027,2024-09-05,2024,36,SE,Tarsalis,L,2
FC-029,2024-09-05,2024,36,SE,Pipiens,L,1
FC-029,2024-09-05,2024,36,SE,Tarsalis,L,4
FC-029GR,2024-09-05,2024,36,SE,Pipiens,G,21
FC-029GR,2024-09-05,2024,36,SE,Tarsalis,G,0
FC-031,2024-09-05,2024,36,SE,Pipiens,L,3
FC-031,2024-09-05,2024,36,SE,Tarsalis,L,5
FC-037,2024-09-05,2024,36,SW,Pipiens,L,1
FC-037,2024-09-05,2024,36,SW,Tarsalis,L,0
FC-039,2024-09-05,2024,36,SE,Pipiens,L,0
FC-039,2024-09-05,2024,36,SE,Tarsalis,L,1
FC-046,2024-09-05,2024,36,SE,Pipiens,L,3
FC-046,2024-09-05,2024,36,SE,Tarsalis,L,0
FC-047,2024-09-05,2024,36,SE,Pipiens,L,11
FC-047,2024-09-05,2024,36,SE,Tarsalis,L,5
FC-050,2024-09-05,2024,36,SE,Pipiens,L,2
FC-050,2024-09-05,2024,36,SE,Tarsalis,L,0
FC-053,2024-09-05,2024,36,SE,Pipiens,L,3
FC-053,2024-09-05,2024,36,SE,Tarsalis,L,17
FC-054,2024-09-05,2024,36,SE,Pipiens,L,0
FC-054,2024-09-05,2024,36,SE,Tarsalis,L,0
FC-057,2024-09-05,2024,36,SW,Pipiens,L,1
FC-057,2024-09-05,2024,36,SW,Tarsalis,L,0
FC-059,2024-09-05,2024,36,SE,Pipiens,L,2
FC-059,2024-09-05,2024,36,SE,Tarsalis,L,1
FC-062,2024-09-05,2024,36,SW,Pipiens,L,1
FC-062,2024-09-05,2024,36,SW,Tarsalis,L,2
FC-064,2024-09-05,2024,36,SE,Pipiens,L,9
FC-064,2024-09-05,2024,36,SE,Tarsalis,L,4
FC-068,2024-09-05,2024,36,SW,Pipiens,L,0
FC-068,2024-09-05,2024,36,SW,Tarsalis,L,1
FC-071,2024-09-05,2024,36,SW,Pipiens,L,1
FC-071,2024-09-05,2024,36,SW,Tarsalis,L,0
FC-074,2024-09-05,2024,36,SE,Pipiens,L,4
FC-074,2024-09-05,2024,36,SE,Tarsalis,L,11
FC-075,2024-09-05,2024,36,SE,Pipiens,L,18
FC-075,2024-09-05,2024,36,SE,Tarsalis,L,2
FC-075GR,2024-09-05,2024,36,SE,Pipiens,G,5
FC-075GR,2024-09-05,2024,36,SE,Tarsalis,G,0
FC-088GR,2024-09-05,2024,36,SE,Pipiens,G,13
FC-088GR,2024-09-05,2024,36,SE,Tarsalis,G,0
FC-089GR,2024-09-05,2024,36,SW,Pipiens,G,11
FC-089GR,2024-09-05,2024,36,SW,Tarsalis,G,0
FC-093,2024-09-05,2024,36,SW,Pipiens,L,0
FC-093,2024-09-05,2024,36,SW,Tarsalis,L,0
FC-006,2024-09-04,2024,36,NE,Pipiens,L,0
FC-006,2024-09-04,2024,36,NE,Tarsalis,L,0
FC-011,2024-09-04,2024,36,NW,Pipiens,L,2
FC-011,2024-09-04,2024,36,NW,Tarsalis,L,0
FC-014,2024-09-04,2024,36,NE,Pipiens,L,7
FC-014,2024-09-04,2024,36,NE,Tarsalis,L,4
FC-015,2024-09-04,2024,36,NW,Pipiens,L,4
FC-015,2024-09-04,2024,36,NW,Tarsalis,L,0
FC-019,2024-09-04,2024,36,NE,Pipiens,L,9
FC-019,2024-09-04,2024,36,NE,Tarsalis,L,2
FC-034,2024-09-04,2024,36,NE,Pipiens,L,0
FC-034,2024-09-04,2024,36,NE,Tarsalis,L,2
FC-036,2024-09-04,2024,36,NW,Pipiens,L,6
FC-036,2024-09-04,2024,36,NW,Tarsalis,L,4
FC-038,2024-09-04,2024,36,NE,Pipiens,L,0
FC-038,2024-09-04,2024,36,NE,Tarsalis,L,3
FC-040,2024-09-04,2024,36,NE,Pipiens,L,11
FC-040,2024-09-04,2024,36,NE,Tarsalis,L,3
FC-040GR,2024-09-04,2024,36,NE,Pipiens,G,83
FC-040GR,2024-09-04,2024,36,NE,Tarsalis,G,0
FC-041,2024-09-04,2024,36,NW,Pipiens,L,2
FC-041,2024-09-04,2024,36,NW,Tarsalis,L,0
FC-049,2024-09-04,2024,36,NW,Pipiens,L,5
FC-049,2024-09-04,2024,36,SW,Pipiens,L,5
FC-049,2024-09-04,2024,36,NW,Tarsalis,L,1
FC-049,2024-09-04,2024,36,SW,Tarsalis,L,1
FC-052,2024-09-04,2024,36,NW,Pipiens,L,1
FC-052,2024-09-04,2024,36,NW,Tarsalis,L,1
FC-058,2024-09-04,2024,36,SW,Pipiens,L,2
FC-058,2024-09-04,2024,36,SW,Tarsalis,L,2
FC-060,2024-09-04,2024,36,SW,Pipiens,L,6
FC-060,2024-09-04,2024,36,NW,Pipiens,L,6
FC-060,2024-09-04,2024,36,SW,Tarsalis,L,1
FC-060,2024-09-04,2024,36,NW,Tarsalis,L,1
FC-061,2024-09-04,2024,36,NW,Pipiens,L,5
FC-061,2024-09-04,2024,36,NW,Tarsalis,L,1
FC-063,2024-09-04,2024,36,NW,No Mosquitoes,L,0
FC-063,2024-09-04,2024,36,NW,Pipiens,L,0
FC-063,2024-09-04,2024,36,NW,Tarsalis,L,0
FC-063GR,2024-09-04,2024,36,NW,Pipiens,G,116
FC-063GR,2024-09-04,2024,36,NW,Tarsalis,G,0
FC-066,2024-09-04,2024,36,NE,Pipiens,L,88
FC-066,2024-09-04,2024,36,NE,Tarsalis,L,13
FC-066GR,2024-09-04,2024,36,NE,Pipiens,G,22
FC-066GR,2024-09-04,2024,36,NE,Tarsalis,G,0
FC-067,2024-09-04,2024,36,NE,Pipiens,L,2
FC-067,2024-09-04,2024,36,NE,Tarsalis,L,7
FC-069,2024-09-04,2024,36,NE,Pipiens,L,0
FC-069,2024-09-04,2024,36,NE,Tarsalis,L,6
FC-072,2024-09-04,2024,36,NE,Pipiens,L,17
FC-072,2024-09-04,2024,36,NE,Tarsalis,L,3
FC-073,2024-09-04,2024,36,NW,Pipiens,L,1
FC-073,2024-09-04,2024,36,NW,Tarsalis,L,0
FC-090GR,2024-09-04,2024,36,NW,Pipiens,G,50
FC-090GR,2024-09-04,2024,36,NW,Tarsalis,G,1
FC-091GR,2024-09-04,2024,36,NE,Pipiens,G,20
FC-091GR,2024-09-04,2024,36,NE,Tarsalis,G,0
FC-092GR,2024-09-04,2024,36,NE,Pipiens,G,41
FC-092GR,2024-09-04,2024,36,NE,Tarsalis,G,0
BC-04,2024-09-03,2024,36,BC,Pipiens,L,0
BC-04,2024-09-03,2024,36,BC,Tarsalis,L,7
BC-13,2024-09-03,2024,36,BC,Pipiens,L,0
BC-13,2024-09-03,2024,36,BC,Tarsalis,L,6
BC-25,2024-09-03,2024,36,BC,Pipiens,L,12
BC-25,2024-09-03,2024,36,BC,Tarsalis,L,6
BC-26,2024-09-03,2024,36,BC,Pipiens,L,0
BC-26,2024-09-03,2024,36,BC,Tarsalis,L,5
FC-001,2024-08-29,2024,35,SW,Pipiens,L,3
FC-001,2024-08-29,2024,35,SW,Tarsalis,L,7
FC-029,2024-08-29,2024,35,SE,Pipiens,L,7
FC-029,2024-08-29,2024,35,SE,Tarsalis,L,11
FC-029GR,2024-08-29,2024,35,SE,Pipiens,G,19
FC-029GR,2024-08-29,2024,35,SE,Tarsalis,G,0
FC-037,2024-08-29,2024,35,SW,Pipiens,L,9
FC-037,2024-08-29,2024,35,SW,Tarsalis,L,20
FC-054,2024-08-29,2024,35,SE,Pipiens,L,0
FC-054,2024-08-29,2024,35,SE,Tarsalis,L,3
FC-057,2024-08-29,2024,35,SW,Pipiens,L,1
FC-057,2024-08-29,2024,35,SW,Tarsalis,L,3
FC-059,2024-08-29,2024,35,SE,Pipiens,L,0
FC-059,2024-08-29,2024,35,SE,Tarsalis,L,0
FC-062,2024-08-29,2024,35,SW,Pipiens,L,5
FC-062,2024-08-29,2024,35,SW,Tarsalis,L,2
FC-068,2024-08-29,2024,35,SW,Pipiens,L,1
FC-068,2024-08-29,2024,35,SW,Tarsalis,L,2
FC-071,2024-08-29,2024,35,SW,Pipiens,L,0
FC-071,2024-08-29,2024,35,SW,Tarsalis,L,2
FC-089GR,2024-08-29,2024,35,SW,Pipiens,G,30
FC-089GR,2024-08-29,2024,35,SW,Tarsalis,G,0
FC-093,2024-08-29,2024,35,SW,Pipiens,L,11
FC-093,2024-08-29,2024,35,SW,Tarsalis,L,3
FC-011,2024-08-28,2024,35,NW,Pipiens,L,4
FC-011,2024-08-28,2024,35,NW,Tarsalis,L,0
FC-015,2024-08-28,2024,35,NW,Pipiens,L,0
FC-015,2024-08-28,2024,35,NW,Tarsalis,L,2
FC-041,2024-08-28,2024,35,NW,Pipiens,L,17
FC-041,2024-08-28,2024,35,NW,Tarsalis,L,9
FC-049,2024-08-28,2024,35,NW,Pipiens,L,14
FC-049,2024-08-28,2024,35,SW,Pipiens,L,14
FC-049,2024-08-28,2024,35,NW,Tarsalis,L,4
FC-049,2024-08-28,2024,35,SW,Tarsalis,L,4
FC-052,2024-08-28,2024,35,NW,Pipiens,L,0
FC-052,2024-08-28,2024,35,NW,Tarsalis,L,1
FC-058,2024-08-28,2024,35,SW,Pipiens,L,1
FC-058,2024-08-28,2024,35,SW,Tarsalis,L,2
FC-060,2024-08-28,2024,35,SW,Pipiens,L,2
FC-060,2024-08-28,2024,35,NW,Pipiens,L,2
FC-060,2024-08-28,2024,35,SW,Tarsalis,L,3
FC-060,2024-08-28,2024,35,NW,Tarsalis,L,3
FC-061,2024-08-28,2024,35,NW,Pipiens,L,10
FC-061,2024-08-28,2024,35,NW,Tarsalis,L,4
FC-063,2024-08-28,2024,35,NW,Pipiens,L,2
FC-063,2024-08-28,2024,35,NW,Tarsalis,L,4
FC-063GR,2024-08-28,2024,35,NW,Pipiens,G,40
FC-063GR,2024-08-28,2024,35,NW,Tarsalis,G,1
FC-073,2024-08-28,2024,35,NW,Pipiens,L,6
FC-073,2024-08-28,2024,35,NW,Tarsalis,L,2
FC-090GR,2024-08-28,2024,35,NW,Pipiens,G,37
FC-090GR,2024-08-28,2024,35,NW,Tarsalis,G,0
LC-001,2024-08-28,2024,35,BE,Pipiens,L,14
LC-001,2024-08-28,2024,35,BE,Tarsalis,L,5
LC-049,2024-08-28,2024,35,BE,Pipiens,L,0
LC-049,2024-08-28,2024,35,BE,Tarsalis,L,7
LC-053,2024-08-28,2024,35,BE,Pipiens,L,1
LC-053,2024-08-28,2024,35,BE,Tarsalis,L,4
LC-054,2024-08-28,2024,35,BE,Pipiens,L,13
LC-054,2024-08-28,2024,35,BE,Tarsalis,L,10
LC-058,2024-08-28,2024,35,BE,Pipiens,L,1
LC-058,2024-08-28,2024,35,BE,Tarsalis,L,0
LC-059,2024-08-28,2024,35,BE,Pipiens,L,9
LC-059,2024-08-28,2024,35,BE,Tarsalis,L,2
LC-060,2024-08-28,2024,35,BE,Pipiens,L,0
LC-060,2024-08-28,2024,35,BE,Tarsalis,L,0
LC-061,2024-08-28,2024,35,BE,Pipiens,L,3
LC-061,2024-08-28,2024,35,BE,Tarsalis,L,30
LC-062,2024-08-28,2024,35,BE,Pipiens,L,10
LC-062,2024-08-28,2024,35,BE,Tarsalis,L,0
LV-020,2024-08-28,2024,35,LV,Pipiens,L,6
LV-020,2024-08-28,2024,35,LV,Tarsalis,L,27
WC-055,2024-08-28,2024,35,BE,Pipiens,L,1
WC-055,2024-08-28,2024,35,BE,Tarsalis,L,5
FC-004,2024-08-27,2024,35,SE,Pipiens,L,26
FC-004,2024-08-27,2024,35,SE,Tarsalis,L,8
FC-023,2024-08-27,2024,35,SE,Pipiens,L,4
FC-023,2024-08-27,2024,35,SE,Tarsalis,L,6
FC-027,2024-08-27,2024,35,SE,Pipiens,L,19
FC-027,2024-08-27,2024,35,SE,Tarsalis,L,7
FC-031,2024-08-27,2024,35,SE,Pipiens,L,8
FC-031,2024-08-27,2024,35,SE,Tarsalis,L,34
FC-039,2024-08-27,2024,35,SE,Pipiens,L,0
FC-039,2024-08-27,2024,35,SE,Tarsalis,L,6
FC-046,2024-08-27,2024,35,SE,Pipiens,L,10
FC-046,2024-08-27,2024,35,SE,Tarsalis,L,9
FC-047,2024-08-27,2024,35,SE,Pipiens,L,8
FC-047,2024-08-27,2024,35,SE,Tarsalis,L,19
FC-050,2024-08-27,2024,35,SE,Pipiens,L,3
FC-050,2024-08-27,2024,35,SE,Tarsalis,L,3
FC-053,2024-08-27,2024,35,SE,Pipiens,L,1
FC-053,2024-08-27,2024,35,SE,Tarsalis,L,12
FC-064,2024-08-27,2024,35,SE,Pipiens,L,7
FC-064,2024-08-27,2024,35,SE,Tarsalis,L,8
FC-074,2024-08-27,2024,35,SE,Pipiens,L,11
FC-074,2024-08-27,2024,35,SE,Tarsalis,L,30
