"Year","CSU Pool Number (CMC Enters)","IDA Pool (CSU Enters, Leave Blank)","Week","Trap Date","County","Account","Collection Site       (Trap ID)","Zone","Method","Genus","Spp","Sex","No. Gravid","No. Deplete","Total","Test Result (CSU Enters)","Test Code (CSU Enters)"
2026,"BOU-00345",,25,"2026-06-15","BC","BC","BC-11","BC","L","Cx.","Tarsalis","F","0","30","30","Negative",0
2026,"BOU-00346",,25,"2026-06-15","BC","BC","BC-22","BC","L","Cx.","Tarsalis","F","0","7","7","Negative",0
2026,"BOU-00347",,25,"2026-06-15","BC","BC","BC-24","BC","L","Cx.","Tarsalis","F","0","6","6","Negative",0
2026,"BOU-00348",,25,"2026-06-15","BC","BC","BC-25","BC","L","Cx.","Tarsalis","F","0","32","32","Negative",0
2026,"BOU-00349",,25,"2026-06-15","BC","BC","BC-26","BC","L","Cx.","Tarsalis","F","0","50","50","Negative",0
2026,"CSU-25029",,25,"2026-06-15","LC","LV","LV-095","LV","L","Cx.","Tarsalis","F",,"1","1","Negative",0
2026,"CSU-25030",,25,"2026-06-15","LC","LV","LV-095","LV","L","Cx.","Pipiens","F",,"1","1","Negative",0
2026,"CSU-25031",,25,"2026-06-15","LC","FC","FC-067","NE","L","Cx.","Tarsalis","F",,"1","1","Negative",0
2026,"CSU-25032",,25,"2026-06-15","LC","FC","FC-069","NE","L","Cx.","Tarsalis","F",,"2","2","Negative",0
2026,"CSU-25033",,25,"2026-06-15","LC","FC","FC-092GR","NE","G","Cx.","Pipiens","F","2",,"2","Negative",0
2026,"CSU-25034",,25,"2026-06-15","LC","FC","FC-040GR","NE","G","Cx.","Pipiens","F","1",,"1","Negative",0
2026,"CSU-25035",,25,"2026-06-15","LC","FC","FC-038","NE","L","Cx.","Tarsalis","F",,"3","3","Negative",0
2026,"CSU-25036",,25,"2026-06-15","LC","FC","FC-038","NE","L","Cx.","Pipiens","F",,"2","2","Negative",0
2026,"CSU-25037",,25,"2026-06-15","LC","FC","FC-034","NE","L","Cx.","Tarsalis","F",,"2","2","Negative",0
2026,"CSU-25038",,25,"2026-06-15","LC","FC","FC-036","NW","L","Cx.","Tarsalis","F",,"1","1","Negative",0
